"CENSUS_YEAR","DGUID","ALT_GEO_CODE","GEO_LEVEL","GEO_NAME","TNR_SF","TNR_LF","DATA_QUALITY_FLAG","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","CHARACTERISTIC_NOTE","C1_COUNT_TOTAL","SYMBOL","C2_COUNT_MEN.","SYMBOL.1","C3_COUNT_WOMEN.","SYMBOL.2","C4_COUNT_LOW_CI_TOTAL","SYMBOL.3","C5_COUNT_LOW_CI_MEN.","SYMBOL.4","C6_COUNT_LOW_CI_WOMEN.","SYMBOL.5","C7_COUNT_HI_CI_TOTAL","SYMBOL.6","C8_COUNT_HI_CI_MEN.","SYMBOL.7","C9_COUNT_HI_CI_WOMEN.","SYMBOL.8","C10_RATE_TOTAL","SYMBOL.9","C11_RATE_MEN.","SYMBOL.10","C12_RATE_WOMEN.","SYMBOL.11","C13_RATE_LOW_CI_TOTAL","SYMBOL.12","C14_RATE_LOW_CI_MEN.","SYMBOL.13","C15_RATE_LOW_CI_WOMEN.","SYMBOL.14","C16_RATE_HI_CI_TOTAL","SYMBOL.15","C17_RATE_HI_CI_MEN.","SYMBOL.16","C18_RATE_HI_CI_WOMEN.","SYMBOL.17"
2021,"2021S051624660227",24660227,"Aggregate dissemination area",24660227,1.8,2.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,66500,"",79500,"",59200,"",63261,"",74041,"",53334,"",69739,"",84959,"",65066,"",66500,"",79500,"",59200,"",63261,"",74041,"",53334,"",69739,"",84959,"",65066,""
2021,"2021S051624660228",24660228,"Aggregate dissemination area",24660228,2.4,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56400,"",59200,"",52400,"",53243,"",54271,"",48082,"",59557,"",64129,"",56718,"",56400,"",59200,"",52400,"",53243,"",54271,"",48082,"",59557,"",64129,"",56718,""
2021,"2021S051624660229",24660229,"Aggregate dissemination area",24660229,3.9,5.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,49600,"",51200,"",46400,"",46545,"",49326,"",44322,"",52655,"",53074,"",48478,"",49600,"",51200,"",46400,"",46545,"",49326,"",44322,"",52655,"",53074,"",48478,""
2021,"2021S051624660230",24660230,"Aggregate dissemination area",24660230,2.9,7.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,52000,"",53600,"",49600,"",50350,"",47000,"",45974,"",53650,"",60200,"",53226,"",52000,"",53600,"",49600,"",50350,"",47000,"",45974,"",53650,"",60200,"",53226,""
2021,"2021S051624660231",24660231,"Aggregate dissemination area",24660231,2.3,2.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56400,"",60400,"",52000,"",53528,"",56571,"",47967,"",59272,"",64229,"",56033,"",56400,"",60400,"",52000,"",53528,"",56571,"",47967,"",59272,"",64229,"",56033,""
2021,"2021S051624660232",24660232,"Aggregate dissemination area",24660232,2.4,3.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,48000,"",48000,"",48400,"",45759,"",44578,"",44367,"",50241,"",51422,"",52433,"",48000,"",48000,"",48400,"",45759,"",44578,"",44367,"",50241,"",51422,"",52433,""
2021,"2021S051624660233",24660233,"Aggregate dissemination area",24660233,2.1,2.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,76000,"",81000,"",68000,"",73759,"",77334,"",60911,"",78241,"",84666,"",75089,"",76000,"",81000,"",68000,"",73759,"",77334,"",60911,"",78241,"",84666,"",75089,""
2021,"2021S051624660234",24660234,"Aggregate dissemination area",24660234,0.9,1.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,57600,"",60000,"",54400,"",55461,"",57698,"",51630,"",59739,"",62302,"",57170,"",57600,"",60000,"",54400,"",55461,"",57698,"",51630,"",59739,"",62302,"",57170,""
2021,"2021S051624660235",24660235,"Aggregate dissemination area",24660235,3.3,4.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,54800,"",58000,"",53200,"",52804,"",53763,"",50491,"",56796,"",62237,"",55909,"",54800,"",58000,"",53200,"",52804,"",53763,"",50491,"",56796,"",62237,"",55909,""
2021,"2021S051624660236",24660236,"Aggregate dissemination area",24660236,2.6,2.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,64000,"",67000,"",60400,"",61474,"",63945,"",54819,"",66526,"",70055,"",65981,"",64000,"",67000,"",60400,"",61474,"",63945,"",54819,"",66526,"",70055,"",65981,""
2021,"2021S051624660237",24660237,"Aggregate dissemination area",24660237,2.6,2.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,59200,"",65500,"",55600,"",56796,"",59756,"",51934,"",61604,"",71244,"",59266,"",59200,"",65500,"",55600,"",56796,"",59756,"",51934,"",61604,"",71244,"",59266,""
2021,"2021S051624660238",24660238,"Aggregate dissemination area",24660238,3.8,3.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,50400,"",52400,"",48000,"",48017,"",48367,"",44496,"",52783,"",56433,"",51504,"",50400,"",52400,"",48000,"",48017,"",48367,"",44496,"",52783,"",56433,"",51504,""
2021,"2021S051624660239",24660239,"Aggregate dissemination area",24660239,2.1,3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61600,"",63200,"",60400,"",59461,"",53830,"",56408,"",63739,"",72570,"",64392,"",61600,"",63200,"",60400,"",59461,"",53830,"",56408,"",63739,"",72570,"",64392,""
2021,"2021S051624660240",24660240,"Aggregate dissemination area",24660240,3,4.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,75000,"",82000,"",66500,"",69785,"",74178,"",60226,"",80215,"",89822,"",72774,"",75000,"",82000,"",66500,"",69785,"",74178,"",60226,"",80215,"",89822,"",72774,""
2021,"2021S051624660241",24660241,"Aggregate dissemination area",24660241,0.8,0.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,79000,"",91000,"",66500,"",75374,"",85663,"",59249,"",82626,"",96337,"",73751,"",79000,"",91000,"",66500,"",75374,"",85663,"",59249,"",82626,"",96337,"",73751,""
2021,"2021S051624660242",24660242,"Aggregate dissemination area",24660242,2.9,3.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,73000,"",78500,"",63200,"",69700,"",73978,"",53341,"",76300,"",83022,"",73059,"",73000,"",78500,"",63200,"",69700,"",73978,"",53341,"",76300,"",83022,"",73059,""
2021,"2021S051624660243",24660243,"Aggregate dissemination area",24660243,1.3,2.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,69500,"",78500,"",66000,"",68555,"",73652,"",63108,"",70445,"",83348,"",68892,"",69500,"",78500,"",66000,"",68555,"",73652,"",63108,"",70445,"",83348,"",68892,""
2021,"2021S051624660244",24660244,"Aggregate dissemination area",24660244,1.1,1.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58000,"",63200,"",52000,"",56106,"",58759,"",48537,"",59894,"",67641,"",55463,"",58000,"",63200,"",52000,"",56106,"",58759,"",48537,"",59894,"",67641,"",55463,""
2021,"2021S051624660245",24660245,"Aggregate dissemination area",24660245,1.7,2.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,87000,"",93000,"",78000,"",84311,"",87663,"",70667,"",89689,"",98337,"",85333,"",87000,"",93000,"",78000,"",84311,"",87663,"",70667,"",89689,"",98337,"",85333,""
2021,"2021S051624660246",24660246,"Aggregate dissemination area",24660246,1.3,1.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,86000,"",93000,"",73500,"",81641,"",85504,"",63886,"",90359,"",100496,"",83114,"",86000,"",93000,"",73500,"",81641,"",85504,"",63886,"",90359,"",100496,"",83114,""
2021,"2021S051624660247",24660247,"Aggregate dissemination area",24660247,72,66.7,9999,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x",NA,"x"
2021,"2021S051624660248",24660248,"Aggregate dissemination area",24660248,1.2,1.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,89000,"",102000,"",82000,"",84926,"",96582,"",77478,"",93074,"",107418,"",86522,"",89000,"",102000,"",82000,"",84926,"",96582,"",77478,"",93074,"",107418,"",86522,""
2021,"2021S051624660249",24660249,"Aggregate dissemination area",24660249,0.6,0.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,92000,"",112000,"",77000,"",85645,"",102793,"",66001,"",98355,"",121207,"",87999,"",92000,"",112000,"",77000,"",85645,"",102793,"",66001,"",98355,"",121207,"",87999,""
2021,"2021S051624660250",24660250,"Aggregate dissemination area",24660250,0.9,0.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,98000,"",111000,"",82000,"",92582,"",105785,"",75156,"",103418,"",116215,"",88844,"",98000,"",111000,"",82000,"",92582,"",105785,"",75156,"",103418,"",116215,"",88844,""
2021,"2021S051624660251",24660251,"Aggregate dissemination area",24660251,0.6,0.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,98000,"",113000,"",84000,"",93071,"",106563,"",78174,"",102929,"",119437,"",89826,"",98000,"",113000,"",84000,"",93071,"",106563,"",78174,"",102929,"",119437,"",89826,""
2021,"2021S051624660252",24660252,"Aggregate dissemination area",24660252,4.5,7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,67500,"",75000,"",63600,"",61837,"",66445,"",58222,"",73163,"",83555,"",68978,"",67500,"",75000,"",63600,"",61837,"",66445,"",58222,"",73163,"",83555,"",68978,""
2021,"2021S051624660253",24660253,"Aggregate dissemination area",24660253,2.8,6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,92000,"",92000,"",95000,"",72038,"",2375,"",74834,"",111962,"",181625,"",115166,"",92000,"",92000,"",95000,"",72038,"",2375,"",74834,"",111962,"",181625,"",115166,""
2021,"2021S051624660254",24660254,"Aggregate dissemination area",24660254,1.1,1.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,114000,"",129000,"",81000,"",103245,"",117919,"",69186,"",124755,"",140081,"",92814,"",114000,"",129000,"",81000,"",103245,"",117919,"",69186,"",124755,"",140081,"",92814,""
2021,"2021S051624660255",24660255,"Aggregate dissemination area",24660255,1.7,2.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,63600,"",69000,"",59200,"",61278,"",64274,"",55452,"",65922,"",73726,"",62948,"",63600,"",69000,"",59200,"",61278,"",64274,"",55452,"",65922,"",73726,"",62948,""
2021,"2021S051624660256",24660256,"Aggregate dissemination area",24660256,2.2,3.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61600,"",63200,"",60400,"",59319,"",59167,"",57365,"",63881,"",67233,"",63435,"",61600,"",63200,"",60400,"",59319,"",59167,"",57365,"",63881,"",67233,"",63435,""
2021,"2021S051624660257",24660257,"Aggregate dissemination area",24660257,3,3.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,46400,"",44800,"",47200,"",43406,"",39422,"",43045,"",49394,"",50178,"",51355,"",46400,"",44800,"",47200,"",43406,"",39422,"",43045,"",49394,"",50178,"",51355,""
2021,"2021S051624660258",24660258,"Aggregate dissemination area",24660258,3.1,4.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,45200,"",49600,"",41600,"",43020,"",43774,"",39013,"",47380,"",55426,"",44187,"",45200,"",49600,"",41600,"",43020,"",43774,"",39013,"",47380,"",55426,"",44187,""
2021,"2021S051624660259",24660259,"Aggregate dissemination area",24660259,2.6,2.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,72500,"",79500,"",63200,"",70728,"",76771,"",59045,"",74272,"",82229,"",67355,"",72500,"",79500,"",63200,"",70728,"",76771,"",59045,"",74272,"",82229,"",67355,""
2021,"2021S051624660260",24660260,"Aggregate dissemination area",24660260,4.4,5.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,87000,"",94000,"",83000,"",84902,"",90252,"",79700,"",89098,"",97748,"",86300,"",87000,"",94000,"",83000,"",84902,"",90252,"",79700,"",89098,"",97748,"",86300,""
2021,"2021S051624660261",24660261,"Aggregate dissemination area",24660261,1.8,1.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,91000,"",107000,"",79000,"",87415,"",100074,"",73704,"",94585,"",113926,"",84296,"",91000,"",107000,"",79000,"",87415,"",100074,"",73704,"",94585,"",113926,"",84296,""
2021,"2021S051624660262",24660262,"Aggregate dissemination area",24660262,2.9,4.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,81000,"",86000,"",77000,"",77659,"",79156,"",70074,"",84341,"",92844,"",83926,"",81000,"",86000,"",77000,"",77659,"",79156,"",70074,"",84341,"",92844,"",83926,""
